Linux 2.6.32-5-xen-amd64 (testbed-ssd) 	05/22/2014 	_x86_64_	(2 CPU)

02:07:25 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
02:11:41 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:11:42 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:43 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:44 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:45 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
02:11:46 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:47 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:48 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:49 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:50 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:51 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:52 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:53 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:54 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:11:55 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:11:56 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:57 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:58 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:11:59 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:12:00 AM  all    2.07    0.00    1.30    0.00    0.00    0.00    0.00    0.00   96.63
02:12:01 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:12:02 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:12:03 AM  all    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00   99.75
02:12:04 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:12:05 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:12:06 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:12:07 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:12:08 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:12:09 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
